rank,total_deposits,bank_name,latitude,longitude,nearest_competitor_distance_km,branch_density_10km,state,city
627,1631694000.0,First State Bank of Uvalde,29.725449,-99.7622062,66.76521845803954,0,Texas,Leakey
628,1631326000.0,Whitaker Bank,37.9998931,-84.5198472,2.316075423133554,5,Kentucky,Lexington
630,1627800000.0,Central Bank,37.9323657,58.3751167,0.0,5,,Ashgabat City
632,1619576000.0,Bank Of Clarke,39.1101388,-77.5532187,34.674136083949556,0,Virginia,Leesburg
633,1618938000.0,Cornerstone Bank,33.862802,-84.4394842,0.0,7,Georgia,Atlanta
634,1612425000.0,Embassy Bank for the Lehigh Valley,40.5177073,-75.5613904,2.973200720687924,1,Pennsylvania,Macungie
635,1610029000.0,Kennebunk Savings Bank,43.1442526,-70.6465016,11.732079379410001,0,Maine,York
636,1605901000.0,First Farmers and Merchants Bank,35.9259371,-86.8656103,0.0,4,Tennessee,Franklin
637,1605730000.0,Thomaston Savings Bank,41.6677664,-72.9234622,16.233782636588113,0,,Bristol
638,1594704000.0,North Dallas Bank & Trust Co.,33.049717,-96.7933385,3.911116853246962,4,Texas,Plano
641,1589312000.0,Norway Savings Bank,43.658667,-70.2564848,0.14559370809072447,4,Maine,Portland
644,1581591000.0,Chain Bridge Bank,52.9695967,-0.057244,17.93369971480701,0,England,Boston
645,1579748000.0,The Conway National Bank,33.7561451,-78.8652743,11.559933084499988,0,South Carolina,Myrtle Beach
646,1578449000.0,Shinhan Bank America,33.8214352,-118.3287759,24.553583217120366,0,California,Torrance
647,1576887000.0,Mountain Commerce Bank,36.3835904,-82.4242024,5.014479411286035,5,Tennessee,Johnson City
648,1572856000.0,South Atlantic Bank,32.7893916,-79.9295807,0.2495465323897606,21,South Carolina,Charleston
649,1570557000.0,Great Plains National Bank,46.8867874,-103.199573,31.35104553728672,0,North Dakota,Belfield
650,1569089000.0,Lincoln Savings Bank,41.5853713,-93.6435786,0.2702081735960192,22,Iowa,Des Moines
651,1568310000.0,"Waterford Bank, N.A.",35.8595031,-78.715313,5.128022927380859,2,North Carolina,Raleigh
652,1561023000.0,The Farmers & Merchants Bank,38.3926277,-78.811447,0.0,2,Virginia,
653,1558261000.0,Hawthorn Bank,54.0571156,-1.163734,11.886483495857888,0,England,Huby
655,1552751000.0,North Easton Savings Bank,42.0258478,-71.1182486,2.0509961372543755,1,Massachusetts,Easton
656,1551330000.0,Bank 7,35.4439936,-99.8936586,19.880991731036968,0,Oklahoma,Sweetwater
657,1543924000.0,The Middlefield Banking Company,41.5858069,-81.2157481,42.415019714082746,0,Ohio,Chardon
659,1540164000.0,Newtown Savings Bank,41.2699749,-73.1290262,7.38284593396484,3,,Shelton
660,1536950000.0,Regent Bank,53.3188811,-2.2429073,17.690218926322693,0,England,Wilmslow
661,1536484000.0,Lead Bank,39.0915155,-94.5834161,0.18950658635708983,10,Missouri,Kansas City
662,1531328000.0,First Financial Bank,39.1391976,-84.4431146,0.0,9,Ohio,Cincinnati
663,1518979000.0,Peoples Bank,41.7272005,-87.5514381,0.0,19,Illinois,Chicago
664,1516777000.0,Country Bank for Savings,34.5869776,-112.3407761,101.72972510472228,0,Arizona,Prescott Valley
667,1511029000.0,One Bank of Tennessee,36.1602723,-85.5000125,0.47516715469519233,3,Tennessee,Cookeville
670,1499239000.0,F&M Bank,37.8258332,-122.2090531,0.0,8,California,Oakland
671,1495374000.0,The Lowell Five Cent Savings Bank,42.6462473,-71.3092115,13.46185996334901,0,Massachusetts,Lowell
672,1477925000.0,Commonwealth Business Bank,-30.5143075,151.6678468,362.30464679604074,0,New South Wales,Armidale
673,1465832000.0,First Bank of the Lake,38.1456364,-92.6276392,4.093767325980514,2,Missouri,Osage Beach
674,1464251000.0,Bank of Springfield,39.7585851,-89.7161168,0.22907615186412839,1,Illinois,Springfield
675,1453409000.0,Union County Savings Bank,40.6552399,-74.3089865,11.549913799971712,0,New Jersey,Cranford
676,1438505000.0,Chesapeake Bank,37.2827009,-76.7185343,3.237419454456443,1,Virginia,Williamsburg
678,1436550000.0,Yakima Federal Savings and Loan Association,46.226739,-119.2431808,71.86219247761312,0,Washington,Kennewick
679,1434678000.0,Virginia National Bank,37.5690596,-77.4744303,2.679998186873576,11,Virginia,Richmond
680,1429154000.0,Blue Foundry Bank,40.741222,-74.0299621,0.33664647870111036,28,New Jersey,Hoboken
681,1424475000.0,Kitsap Bank,47.6016433,-122.18595,4.579880190124388,5,Washington,Bellevue
687,1394686000.0,Availa Bank,41.7487689,-93.6011296,12.460754081851245,0,Iowa,Ankeny
688,1394355000.0,Blackhawk Bank & Trust,41.4509135,-90.5722555,10.427572907984814,0,Illinois,Milan
689,1391702000.0,Forcht Bank,39.0929753,-84.3867815,3.742246588481547,8,Ohio,Cincinnati
690,1390502000.0,Bank of Travelers Rest,34.8357629,-82.3172207,7.898474617780007,1,South Carolina,Greenville
691,1389190000.0,Commercial Bank of Texas,31.6513407,-94.656302,37.55308182941313,0,Texas,Nacogdoches
692,1386475000.0,Citizens Tri-County Bank,35.223893,-85.2193092,14.117757770323598,0,Tennessee,Soddy-Daisy
693,1385916000.0,Plumas Bank,40.5892156,-122.357841,1.9548511510389996,1,California,Redding
694,1385459000.0,Bank of New England,43.0010311,-71.4641241,0.8877165218994586,2,New Hampshire,Manchester
695,1381972000.0,Nelnet Bank,1.4376453,31.3493908,184.93306047562888,0,Western Region,Hoima City
696,1376969000.0,Providence Bank & Trust,41.7523941,-87.6242866,1.6387983307780651,22,Illinois,Chicago
697,1376879000.0,Sutton Bank,54.2363104,-1.2095682,20.14791322414251,0,England,Sutton-under-Whitestonecliffe
698,1374912000.0,CBI Bank & Trust,41.6921246,-91.5669573,4.460315752781866,3,Iowa,Coralville
700,1370746000.0,The Citizens Bank,34.3717148,-89.4967153,0.0,8,Mississippi,Oxford
702,1370450000.0,Main Street Bank,33.8101427,-117.9185053,11.939820702475151,0,California,Anaheim
705,1359162000.0,Horicon Bank,44.0324376,-88.589227,1.766628722624571,2,Wisconsin,Oshkosh
706,1353694000.0,Volunteer Bank,35.8435714,-86.4927253,6.163773576695331,1,Tennessee,Murfreesboro
707,1349607000.0,Cornerstone Bank,33.862802,-84.4394842,0.0,7,Georgia,Atlanta
708,1349012000.0,Security Federal Bank,34.0104173,-81.0391998,0.10123856228375994,8,South Carolina,Columbia
709,1345743000.0,Bank of Bird-in-Hand,40.1714559,-76.381701,11.751448664568901,0,Pennsylvania,Manheim
710,1345096000.0,Kennebec Savings Bank,44.311519,-69.7797346,43.29547998888968,0,Maine,Augusta
711,1345001000.0,Bankhometown,41.8053033,-71.8837909,23.550610113902042,0,,Killingly
712,1344738000.0,Landmark National Bank,39.0297736,-95.7647238,1.9539625507277514,3,Kansas,Topeka
715,1340390000.0,Bonvenu Bank,32.5290577,-93.7110002,5.641087829394442,2,Louisiana,Bossier City
716,1339532000.0,First National Bank of Central Texas,31.6291678,-97.2437503,11.732136855220636,0,Texas,Waco
717,1339421000.0,Journey Bank,41.0562345,-76.2344272,32.48186353320084,0,Pennsylvania,Berwick
718,1334858000.0,Citizens Bank and Trust,44.8676071,-94.3764273,0.21553869986952204,3,Minnesota,Hutchinson
719,1333884000.0,Androscoggin Savings Bank,44.0949514,-70.2311144,43.29547998888968,0,Maine,Auburn
722,1326113000.0,Watertown Savings Bank,42.3765688,-71.2359348,0.0,4,Massachusetts,Waltham
724,1325031000.0,Colorado Federal Savings Bank,39.5892422,-104.8323441,0.2879553878991146,4,Colorado,Centennial
725,1323253000.0,American Bank of Commerce,30.3907411,-97.7134342,0.6463403392969496,4,Texas,Austin
726,1322577000.0,Southern Michigan Bank & Trust,41.9243106,-84.6348662,0.6333692063589046,1,Michigan,Hillsdale
727,1321719000.0,FFB Bank,48.1845987,11.1164514,319.20234434175524,0,Bavaria,Adelshofen
728,1321617000.0,Independent Bank,32.791534,-96.7851045,0.0,3,Texas,Dallas
729,1317106000.0,Morris Bank,32.5415919,-82.9478804,38.22571385633893,0,Georgia,Dublin
730,1306091000.0,Century Bank,30.6938927,-88.1260672,0.0,2,Alabama,Mobile
731,1303730000.0,First State Bank,42.3312696,-83.0482988,0.0,35,Michigan,Detroit
732,1302331000.0,Kish Bank,40.7855568,-77.8324393,2.5685885758514173,1,Pennsylvania,State College
733,1298331000.0,Meredith Village Savings Bank,43.5245045,-71.46696,34.18232377410501,0,New Hampshire,Laconia
734,1296438000.0,Pegasus Bank,32.9091588,-96.8060615,7.915917191072749,4,Texas,Dallas
735,1296260000.0,East Cambridge Savings Bank,42.3732736,-71.0995406,1.5990400870321004,10,Massachusetts,Cambridge
736,1294307000.0,Community Bank,43.4769365,-75.3198885,0.0,10,New York,Village of Boonville
738,1290895000.0,Alma Bank,40.6223078,-74.0257356,0.5922436427730837,29,New York,New York
739,1290552000.0,Relyance Bank,34.7476538,-92.3979313,2.558752749143679,2,Arkansas,Little Rock
741,1288587000.0,Bluestone Bank,41.8795391,-70.9231407,22.912776096948697,0,Massachusetts,Lakeville
742,1286318000.0,CorTrust Bank,43.351951,-97.4364841,29.056165164989494,0,South Dakota,Freeman
743,1286005000.0,Peoples Bank of Alabama,33.6185885,-86.6108362,21.857950256313696,0,Alabama,Trussville
744,1284785000.0,First National Bank of Pulaski,34.7245925,-86.5979426,0.0,3,Alabama,Huntsville
746,1282177000.0,Northfield Savings Bank,44.1483376,-72.6560392,52.750867911898716,0,Vermont,Northfield
749,1274909000.0,Washington Financial Bank,40.1695716,-80.2454263,22.070987554449314,0,Pennsylvania,Washington
750,1271769000.0,Pathfinder Bank,43.0486082,-76.1527952,0.2527864408356032,2,New York,City of Syracuse
752,1264939000.0,The Cecilian Bank,37.7357844,-85.8888993,11.34591100361426,0,Kentucky,Elizabethtown
753,1263808000.0,Ives Bank,41.4386632,-73.408239,29.91590521014744,0,,Brookfield
756,1256886000.0,Sabine State Bank and Trust Company,31.6337536,-93.6429865,77.49237455658712,0,Louisiana,Zwolle
757,1249700000.0,Farmers State Bank,35.0916219,-92.4415866,0.0,23,Arkansas,Conway
758,1243658000.0,BankFinancial,41.7882615,-87.603784,2.677670707898737,22,Illinois,Chicago
759,1243087000.0,Park State Bank,43.043244,-87.9080198,0.6180265242582568,6,Wisconsin,Milwaukee
760,1242783000.0,Waukesha State Bank,43.01234,-88.233307,20.08411598373007,0,Wisconsin,Waukesha
761,1242673000.0,First National Bank,40.5530732,-105.1183686,0.0,19,Colorado,Fort Collins
762,1242174000.0,Sterling Bank,37.7631135,-122.4847657,0.0,12,California,San Francisco
763,1239534000.0,Riverview Bank,45.6195194,-122.4765026,13.305318026810081,0,Washington,Vancouver
764,1238313000.0,Community State Bank,41.6272898,-93.5998944,0.0,21,Iowa,Des Moines
765,1237300000.0,US Metro Bank,34.032522,-118.2506531,1.4641038512474214,5,California,Los Angeles
766,1237201000.0,Security Bank and Trust Company,29.3109,-96.09997,0.0,1,Texas,Wharton
767,1235699000.0,International Finance Bank,35.1457278,129.0667134,318.71683646126877,0,,Busan
769,1218817000.0,Alliance Bank,50.4410463,30.6199308,0.0,5,,Kyiv
770,1217655000.0,Ameriserv Financial Bank,40.4804592,-78.7353838,23.15481733680865,0,Pennsylvania,Ebensburg
771,1216964000.0,Armed Forces Bank,38.8745047,-77.0793834,4.532217167486337,14,Virginia,
772,1216547000.0,First Savings Bank,31.7641166,-106.4922522,0.0,2,Texas,El Paso
773,1216251000.0,First National Bank,40.5530732,-105.1183686,0.0,19,Colorado,Fort Collins
774,1214960000.0,First American Bank and Trust,30.0137209,-90.240569,3.6518657451219427,3,Louisiana,Kenner
776,1212480000.0,InBank,38.7920536,-104.8001222,2.053007151969069,6,Colorado,Colorado Springs
777,1211808000.0,The Park Bank,53.1615775,-2.20316,12.850023976182333,0,England,Congleton
778,1211571000.0,First Commerce Bank,40.2510804,-74.5643783,0.0,2,New Jersey,Robbinsville Township
779,1205990000.0,First State Bank,42.3312696,-83.0482988,0.0,35,Michigan,Detroit
780,1205915000.0,Farmers & Merchants Bank,30.8839432,-83.285577,0.0,7,Georgia,Valdosta
781,1205337000.0,North State Bank,35.8140264,-78.7058634,5.128022927380859,2,North Carolina,Raleigh
782,1204428000.0,Signature Bank of Arkansas,36.1208275,-94.1184665,1.577418678978571,9,Arkansas,Fayetteville
783,1203808000.0,American Heritage Bank,40.0766028,-75.0837766,0.0,5,Pennsylvania,Philadelphia
784,1203222000.0,BankProv,43.0767446,-70.7610881,0.3227893334837835,2,New Hampshire,Portsmouth
785,1200272000.0,Ulster Savings Bank,41.9332578,-74.0192247,0.11451885915595536,2,New York,City of Kingston
786,1198506000.0,American State Bank,33.5347336,-101.8887216,0.0,9,Texas,Lubbock
788,1197173000.0,Gateway First Bank,36.5459788,-98.2702667,61.776382960380786,0,Oklahoma,Helena
789,1197137000.0,Fortis Bank,50.9471384,5.3478526,341.051854671289,0,Limburg,Hasselt
790,1194805000.0,PrimeSouth Bank,31.2148341,-81.483631,10.510015019290705,0,Georgia,Brunswick
792,1190074000.0,North American Banking Company,44.9130473,-93.3288937,0.8380281666588142,10,Minnesota,Minneapolis
793,1189367000.0,1st Summit Bank,40.3240761,-78.9159477,23.15481733680865,0,Pennsylvania,Johnstown
795,1188588000.0,Chelsea Groton Bank,41.3488832,-72.1060651,9.323413386121862,1,Connecticut,New London
796,1185295000.0,Union Bank,7.4073307,3.9100162,0.0,3,Oyo State,Ibadan
797,1184737000.0,Dakota Community Bank & Trust,46.9006488,-102.0460059,56.35762590342275,0,North Dakota,Hebron
798,1184669000.0,Guardian Savings Bank,38.0207702,-84.5280758,2.4307898502919008,5,Kentucky,Lexington
800,1184260000.0,Chambers Bank,36.119602,-94.1359626,0.38340872408108534,9,Arkansas,Fayetteville
801,1176257000.0,International Bank of Commerce,29.6883964,-95.5869734,0.0,6,Texas,Houston
803,1168932000.0,First Financial Northwest Bank,47.6198557,-122.1311525,4.579880190124388,1,Washington,Bellevue
804,1168629000.0,First Texas Bank,31.0800338,-97.7224495,0.0,1,Texas,Killeen
805,1167692000.0,Exchange Bank,41.2611721,-96.0401116,0.0,7,Nebraska,Omaha
806,1166292000.0,First National Bank of Tennessee,36.1545119,-85.4999744,0.16545512705985504,3,Tennessee,Cookeville
807,1165457000.0,Dieterich Bank,38.7774483,-89.987465,3.1576057488438285,2,Illinois,Edwardsville
808,1161824000.0,Meadows Bank,53.5748509,-2.3144352,12.741794803116079,0,England,Radcliffe
809,1161622000.0,BankSouth,30.8721299,-83.2876237,0.0,7,Georgia,Valdosta
810,1160390000.0,United Bank,38.351157,-81.6378371,0.0,3,West Virginia,Charleston
811,1158578000.0,Bank Midwest,39.2678196,-94.4465009,0.46028626150160923,3,Missouri,Liberty
812,1158530000.0,Jersey Shore State Bank,41.2416271,-77.0006804,26.824797490163462,0,Pennsylvania,Williamsport
813,1158124000.0,Northwest Bank,45.918411,-80.9270609,0.0,1,Ontario,Unorganized Centre Parry Sound
814,1156396000.0,Providence Bank,41.749792,-87.604842,1.6387983307780651,20,Illinois,Chicago
815,1154270000.0,Benchmark Community Bank,36.696461,-77.5411654,64.59704175792552,0,Virginia,Emporia
816,1152345000.0,Pinnacle Bank - Wyoming,41.1605868,-104.7664916,1.6568511450512862,4,Wyoming,Cheyenne
818,1141924000.0,American Riviera Bank,34.4232072,-119.7020735,0.15831042028038123,1,California,Santa Barbara
819,1140787000.0,Summit Bank,37.8185079,-122.2626097,0.0,8,California,Oakland
820,1140043000.0,Peoples State Bank,44.9583934,-89.6601737,0.0,8,Wisconsin,Wausau
821,1136535000.0,Cass Commercial Bank,38.6400541,-90.1941387,1.2182003230132397,8,Missouri,St. Louis
822,1133110000.0,Central National Bank,38.8933722,-77.0204658,0.0,15,District of Columbia,Washington
823,1132274000.0,Grove Bank & Trust,42.1561141,-87.9645407,14.684634575434389,0,Illinois,Buffalo Grove
826,1128935000.0,Independence Bank,37.7584289,-87.1429616,0.0,5,Kentucky,Owensboro
828,1126318000.0,Wallis Bank,29.6292576,-95.2346744,9.667113295334934,2,Texas,Houston
829,1126011000.0,County National Bank,41.9266108,-84.64187,0.6333692063589046,1,Michigan,Hillsdale
830,1125528000.0,Greenfield Savings Bank,42.3343872,-72.6354654,2.8652487722376887,1,Massachusetts,Northampton
831,1121446000.0,Central National Bank,38.8933722,-77.0204658,0.0,15,District of Columbia,Washington
832,1119989000.0,Liberty National Bank,42.4384154,-96.3506878,0.0,3,Iowa,Sioux City
833,1115926000.0,Signature Bank,40.7074134,-74.0121793,0.0,47,New York,New York
834,1114490000.0,SKYLINE NATIONAL BANK,36.661215,-80.9266061,76.79262048178393,0,Virginia,Galax
835,1112041000.0,Merrimack County Savings Bank,43.2064125,-71.5366235,0.06167315702681394,2,New Hampshire,Concord
836,1110430000.0,First Bank Richmond,34.9218502,-79.7507247,53.38318951288178,0,North Carolina,Rockingham
837,1108814000.0,Citizens Bank,40.619286,-74.0325034,0.0,29,New York,New York
838,1106043000.0,Bath Savings Institution,43.7019966,-70.2894942,4.910629511515573,4,Maine,Portland
839,1105199000.0,Adams Bank & Trust,38.9901301,-104.8002224,4.319207821330838,1,Colorado,Colorado Springs
840,1103890000.0,Bank of Central Florida,30.1952524,-85.6505349,17.807246412720854,0,Florida,Panama City
841,1101507000.0,Bank of Idaho,43.589816,-116.2688714,3.4759078134337575,7,Idaho,Boise
842,1101293000.0,Farmers State Bank,35.0916219,-92.4415866,0.0,23,Arkansas,Conway
843,1100438000.0,Southwestern National Bank,29.7042317,-95.5508135,3.911460551829112,6,Texas,Houston
844,1097123000.0,Pacific National Bank,41.2831299,-70.0996461,36.64330738067771,0,Massachusetts,Nantucket
845,1094670000.0,Security Bank & Trust Company,36.344398,-88.8735251,0.6157790526333943,1,Tennessee,Martin
846,1091815000.0,Central Bank,37.9323657,58.3751167,0.0,5,,Ashgabat City
847,1091370000.0,Benchmark Bank,33.0774832,-96.8191026,3.8928961734536944,3,Texas,Plano
848,1087621000.0,First Harrison Bank,38.3247612,-85.820035,9.646163415004438,2,Indiana,New Albany
849,1085677000.0,State Bank of India (California),37.3485161,-121.9003694,1.6468339289080325,3,California,San Jose
850,1081787000.0,Blue Sky Bank,36.1047712,-95.9380259,3.0802176165003536,6,Oklahoma,Tulsa
851,1080141000.0,First Southern National Bank,37.902007,-84.5826778,11.364715871108299,0,Kentucky,Nicholasville
852,1078389000.0,SULLIVAN BANK,37.4549767,-93.2735991,24.03694322331042,0,Missouri,Pleasant Hope
853,1077512000.0,Wood & Huston Bank,37.1447257,-93.2936554,1.9714665872832395,4,Missouri,Springfield
854,1076525000.0,The Union Bank Company,40.7682927,-84.162097,18.231042426170514,0,Ohio,Lima
855,1075100000.0,Bank of the Pacific,48.7520225,-122.4793379,1.1225384572113135,1,Washington,Bellingham
856,1072699000.0,Frontier Bank,30.3314721,-97.7403486,0.0,7,Texas,Austin
859,1070466000.0,JD Bank,30.2271813,-93.3442657,0.43236593204528834,1,Louisiana,Sulphur
860,1068374000.0,Citizens State Bank,41.1394038,-96.0511266,0.0,20,Nebraska,
862,1064329000.0,Uwharrie Bank,35.428959,-80.598457,31.806477354241608,0,North Carolina,Concord
864,1061521000.0,West Gate Bank,40.7541952,-96.6387221,1.8759542944812633,8,Nebraska,Lincoln
865,1056019000.0,Bank of Utica,43.100877,-75.2329962,39.73288784186497,0,New York,City of Utica
867,1054680000.0,Montgomery Bank,38.6809995,-90.5060132,11.111729286660932,0,Missouri,Chesterfield
868,1053726000.0,Deerwood Bank,47.4922003,-94.8999989,0.36776813106081996,3,Minnesota,Bemidji
869,1052606000.0,Apex Bank,12.9198566,77.5142588,14.385293222465933,0,Karnataka,Bengaluru
870,1052252000.0,PeoplesSouth Bank,31.2187389,-85.4309728,49.83062853942313,0,Alabama,Dothan
872,1050479000.0,Rhinebeck Bank,41.9330102,-74.0178809,0.11451885915595536,2,New York,City of Kingston
873,1050135000.0,First Keystone Community Bank,40.9856763,-75.1920367,32.67229066904776,0,Pennsylvania,Stroudsburg
874,1047427000.0,Solvay Bank,43.0502519,-76.1506461,0.2527864408356032,2,New York,City of Syracuse
875,1046932000.0,Synergy Bank,33.2291742,-97.1590815,2.0868202361792747,3,Texas,Denton
876,1045282000.0,CoreFirst Bank & Trust,39.6957593,-104.8677233,5.041894341295414,4,Colorado,Aurora
879,1041772000.0,Legacy National Bank,36.120185,-94.1401697,0.38340872408108534,9,Arkansas,Fayetteville
880,1040829000.0,Two Rivers Bank & Trust,41.6685237,-91.4827849,4.4435574674082705,3,Iowa,Iowa City
881,1036957000.0,Sovereign Bank,42.3606934,-71.1458011,1.8986546259077186,10,Massachusetts,Boston
882,1036459000.0,Northwest Community Bank,41.8166129,-72.8305844,18.256921521658636,0,,Avon
885,1029902000.0,Peoples Bank and Trust Company,38.5223907,-82.7179505,0.0,2,Kentucky,Flatwoods
886,1029225000.0,Martha's Vineyard Bank,41.3900366,-70.5148048,35.54280333175275,0,Massachusetts,Edgartown
887,1029026000.0,United Security Bank,36.7327366,-119.7857735,0.0,4,California,Fresno
889,1027664000.0,1st Financial Bank USA,43.4908929,-96.7728304,0.734277790419778,4,South Dakota,Sioux Falls
890,1027377000.0,Central Bank Illinois,41.372542,-89.464577,23.00964804205776,0,Illinois,Princeton
891,1026476000.0,First Bank of Alabama,34.7245925,-86.5979426,0.0,3,Alabama,Huntsville
892,1025828000.0,Consumers National Bank,40.6896437,-81.1691281,76.03183871192971,0,Ohio,Malvern
894,1022718000.0,Savings Bank of Mendocino County,39.1506171,-123.2091698,86.52928480300868,0,California,Ukiah
895,1020562000.0,First Federal Bank of Louisiana,30.2243537,-93.2204171,11.471000546720413,0,Louisiana,Lake Charles
896,1017872000.0,BTC Bank,38.9904218,-92.3234954,4.4229218957957,3,Missouri,Columbia
897,1014636000.0,Southwest Missouri Bank,37.1121543,-94.4766547,63.52780848326925,0,Missouri,Joplin
898,1012462000.0,Peoples Bank,41.7272005,-87.5514381,0.0,19,Illinois,Chicago
900,1011028000.0,Saco & Biddeford Savings Institution,43.6770375,-70.3568602,6.086139796352855,4,Maine,Westbrook
901,1010928000.0,First Bankers Trust Company,38.2509689,-85.7539835,0.6318314699914156,2,Kentucky,Louisville
902,1008950000.0,M1 Bank,24.3731444,54.5134541,865.0174554004097,0,Abu Dhabi Emirate,Musaffah
905,1005979000.0,PriorityOne Bank,31.3183663,-89.3982195,29.094360625089873,0,Mississippi,Hattiesburg
906,1004746000.0,Coastal Carolina National Bank,33.9976804,-81.0174027,0.9004949311590205,8,South Carolina,Columbia
907,1004706000.0,Texas Security Bank,32.0029884,-102.079062,0.2091003510721068,10,Texas,Midland
909,1002002000.0,Commercial Bank & Trust Co.,36.4246551,-89.0575451,18.73508660578671,0,Tennessee,Union City
910,997392000.0,Citizens Bank & Trust,39.2472051,-94.5753306,0.0,5,Missouri,Kansas City
911,997086000.0,Marquette Savings Bank,42.1160494,-80.0283894,47.79314669926924,0,Pennsylvania,Erie
912,996307000.0,Firstar Bank,36.0167409,-95.8690638,1.528547678247467,6,Oklahoma,Tulsa
914,993333000.0,First Oklahoma Bank,36.103891,-95.9722944,3.0802176165003536,6,Oklahoma,Tulsa
915,991098000.0,Hilltop National Bank,37.2086264,-80.3998337,51.49918731231111,0,Virginia,Blacksburg
916,990991000.0,Anstaff Bank,36.347501,-92.375329,1.1297295879692204,1,Arkansas,Mountain Home
917,990662000.0,First State Bank,42.3312696,-83.0482988,0.0,35,Michigan,Detroit
918,989962000.0,Plains Commerce Bank,43.5069862,-96.7735788,1.7905111859571272,5,South Dakota,Sioux Falls
920,986285000.0,Dallas Capital Bank,32.7930741,-96.561873,14.942500694499902,0,Texas,Sunnyvale
921,983518000.0,First Reliance Bank,34.0107975,-81.0382018,0.10123856228375994,8,South Carolina,Columbia
922,983421000.0,Sturdy Savings Bank,39.2529752,-74.6130092,33.942688272149795,0,New Jersey,Ocean City
923,982988000.0,Intercredit Bank,25.8080101,-80.3256856,0.1518981545014227,5,Florida,Doral
924,980794000.0,Community National Bank,32.0153689,-102.1572305,0.0,10,Texas,Midland
925,980666000.0,Bank of Pontiac,40.5023374,-88.9034192,4.195396694580695,1,Illinois,Bloomington
926,979798000.0,Bankers' Bank,43.0609904,-89.5161352,0.8929293558439606,5,Wisconsin,Madison
928,977150000.0,Metro Bank,51.5587746,0.0732674,6.999099273254005,2,England,London
929,977123000.0,First IC Bank,32.9816187,-96.9105465,12.648240412015483,0,Texas,Carrollton
930,975224000.0,Midwest Regional Bank,38.213401,-90.3939326,1.5474610190432236,2,Missouri,Festus
931,971653000.0,"First National Bank, Ames, Iowa",42.0460724,-93.6201643,2.6351762175333433,1,Iowa,Ames
932,970586000.0,First Command Bank,35.0596415,-78.9693189,33.37075863857698,0,North Carolina,Fayetteville
933,969745000.0,St. Louis Bank,38.6353703,-90.3921624,9.011899304274078,1,Missouri,Ladue
934,969256000.0,Liberty Bank and Trust Company,35.8520719,-79.570104,36.32196037616751,0,North Carolina,Liberty
935,968848000.0,Citizens State Bank,41.1394038,-96.0511266,0.0,20,Nebraska,
937,965165000.0,First US Bank,33.1272292,-87.5500505,9.417940271935798,1,Alabama,
939,961165000.0,Citizens Bank,40.619286,-74.0325034,0.0,29,New York,New York
943,957065000.0,Summit State Bank,38.4699295,-122.7246808,3.5913852252184633,2,California,Santa Rosa
945,956818000.0,Bank of Labor,38.9934291,-94.7224624,6.04208737347971,2,Kansas,Shawnee
946,955858000.0,Platte Valley Bank,39.248392,-94.6533806,0.0,5,Missouri,Kansas City
947,954060000.0,Capital Community Bank,40.36939,-111.7679773,30.16310499642416,0,Utah,Pleasant Grove
948,953643000.0,First Bank of Berne,40.8880496,-84.5811743,36.82127962085709,0,Ohio,Van Wert
949,948037000.0,Forward Bank,49.8400337,24.0331416,117.08636710619783,0,Lviv Oblast,Lviv
951,946468000.0,Edmonton State Bank,37.0114588,-85.9033912,38.14803514851787,0,Kentucky,Glasgow
954,942556000.0,Pilot Grove Savings Bank,40.3968947,-91.3839145,1.7197676757922766,1,Iowa,Keokuk
955,942006000.0,Piedmont Federal Savings Bank,36.1195002,-80.3111373,4.012280617879667,1,North Carolina,Winston-Salem
957,941031000.0,Midwest Bank,40.728246,-96.6831339,0.0,8,Nebraska,Lincoln
958,940721000.0,First National Bank,40.5530732,-105.1183686,0.0,19,Colorado,Fort Collins
959,936836000.0,Peoples Bank,41.7272005,-87.5514381,0.0,19,Illinois,Chicago
960,936692000.0,The Dime Bank,41.5667043,-75.5153284,4.56172341578984,1,Pennsylvania,Carbondale
961,936128000.0,The Citizens Bank,34.3717148,-89.4967153,0.0,8,Mississippi,Oxford
962,935013000.0,Mid America Bank,38.9719458,-95.2931561,0.0,5,Kansas,Lawrence
963,934385000.0,Premier Bank,37.545925,-77.4406144,0.0,11,Virginia,Richmond
964,934222000.0,Crescent Bank,30.0033607,-90.1473185,0.2851055197002874,8,Louisiana,Metairie
966,933206000.0,Middletown Valley Bank,39.4382453,-77.5270139,5.742487454342379,1,Maryland,Middletown
967,930424000.0,Brannen Bank,28.7542594,-82.2956013,59.94625921690618,0,Florida,Floral City
968,929947000.0,Katahdin Trust Company,46.687882,-68.0123814,132.719008386945,0,Maine,Presque Isle
969,925921000.0,West Michigan Community Bank,42.9075484,-85.7929469,3.5885336009413997,1,Michigan,Georgetown Charter Township
970,924538000.0,Studio Bank,23.7005108,90.4208379,7.322347560643167,1,Dhaka Division,Dhaka
971,922196000.0,MidCountry Bank,44.9213039,-93.4671953,7.308644632899845,1,Minnesota,Minnetonka
972,919414000.0,Sound Community Bank,47.625886,-122.2921446,1.995285901841841,5,Washington,Seattle
973,918952000.0,Bank of the James,37.3774206,-79.1845025,2.8146394761595848,1,Virginia,Lynchburg
974,918164000.0,Solera National Bank,39.7109212,-105.0535583,6.608498768405253,2,Colorado,Lakewood
