rank,total_deposits,bank_name,latitude,longitude,nearest_competitor_distance_km,branch_density_10km,state,city,log_deposits,log_nearest_distance,density_ratio,lat_lon_interaction,anomaly
2256,304714000.0,First National Bank,40.5530732,-105.1183686,0.0,19,Colorado,Fort Collins,19.53488419301513,0.0,15235700.0,-4262.872896500381,0
2257,304596000.0,MCNB Bank and Trust Co.,37.4327065,-81.582923,41.95297040886485,0,West Virginia,Welch,19.534496869645785,3.760105805733019,304596000.0,-3053.8696120710993,0
2258,304588000.0,Fox Valley Savings Bank,43.9968138,-88.5777274,2.434932047648048,2,Wisconsin,Oshkosh,19.53447060500333,1.2339971431345487,101529333.33333333,-3897.137779244958,0
2259,304555000.0,ESB Financial,39.1820307,-96.5544867,0.2151492280568466,3,Kansas,Manhattan,19.534362256060888,0.1948668906965398,76138750.0,-3783.2008621021414,0
2261,303905000.0,Bank of Commerce,49.2684086,-123.1548949,0.0,9,British Columbia,Vancouver,19.532225713822697,0.0,30390500.0,-6067.645683023256,0
2262,303710000.0,Premier Bank,37.545925,-77.4406144,0.0,11,Virginia,Richmond,19.531583859997323,0.0,25309166.666666668,-2907.57950021632,0
2265,303197000.0,Citizens Community Bank,41.8510298,-87.8519568,0.0,7,Illinois,Broadview,19.52989332052262,0.0,37899625.0,-3676.6948620251123,0
2266,303150000.0,Stock Growers Bank,46.502821,-99.7726517,66.92851796803983,0,North Dakota,Napoleon,19.52973829378071,4.2184559459188415,303150000.0,-4639.709762700445,0
2267,302975000.0,Bank of Kilmichael,33.4917512,-89.7365852,0.3026713897769071,1,Mississippi,Winona,19.52916085511943,0.26441707123019387,151487500.0,-3005.4353850560024,0
2268,302907000.0,The Pecos County State Bank,31.1750199,-105.356813,125.33841309546548,0,Texas,Sierra Blanca,19.52893638896905,4.838964124804884,302907000.0,-3284.5007418755786,0
2269,302738000.0,Citizens Savings Bank,40.7161162,-73.996551,0.0,36,New York,New York,19.528378306251195,0.0,8182108.108108108,-3012.8521689152262,0
2270,302633000.0,Cowboy Bank,44.7993713,-106.952282,0.0,1,Wyoming,Sheridan,19.528031411534712,0.0,151316500.0,-4791.394992700306,0
2273,301450000.0,Frontier Bank,30.3314721,-97.7403486,0.0,7,Texas,Austin,19.52411472621699,0.0,37681250.0,-2964.608656605174,0
2274,301322000.0,First National Community Bank,41.4084998,-75.6641977,0.0,1,Pennsylvania,Scranton,19.523690021680284,0.0,150661000.0,-3133.140915327611,0
2278,299630000.0,Douglas National Bank,48.4231534,-123.366028,74.77024839679959,0,British Columbia,Victoria,19.518058941443112,4.3277057142380215,299630000.0,-5973.772098192695,0
2279,299549000.0,City Bank & Trust Co.,40.8150404,-96.707279,0.0,8,Nebraska,Lincoln,19.517788571486143,0.0,33283222.222222224,-3947.111499359072,0
2280,299466000.0,First Southern Bank,37.7268759,-89.213185,0.0,3,Illinois,Carbondale,19.517511449877322,0.0,74866500.0,-3365.7347591387415,0
2283,298887000.0,Bank of Montana,46.5908657,-112.0138366,0.0,3,Montana,Helena,19.515576136847113,0.0,74721750.0,-5218.821617572345,0
2284,298759000.0,Little Horn State Bank,45.7376218,-107.6054209,78.6716020954251,0,Montana,Hardin,19.515147789626422,4.377913212333118,298759000.0,-4921.616044754015,0
2285,298702000.0,Ozark Bank,37.0203619,-93.2042697,15.940608358899212,0,Missouri,Ozark,19.514956982193027,2.8297136011469077,298702000.0,-3450.455794919204,0
2286,298674000.0,PCSB Bank,41.0495703,-94.366852,0.0,2,Iowa,Creston,19.514863238889223,0.0,99558000.0,-3873.718725163695,0
2290,297760000.0,Merchants & Planters' Bank,33.63773,-96.60976,0.0,3,Texas,Sherman,19.511798354216623,0.0,74440000.0,-3249.7330222447995,0
2291,297631000.0,Piscataqua Savings Bank,43.0763736,-70.7571465,0.3227893334837835,2,New Hampshire,Portsmouth,19.51136502552477,0.2797426385034702,99210333.33333333,-3047.9612775039323,0
2292,297500000.0,First State Bank,42.3312696,-83.0482988,0.0,35,Michigan,Detroit,19.510924786311303,0.0,8263888.888888889,-3515.539926324156,0
2293,297458000.0,Rabun County Bank,34.87831,-83.3951353,79.43382033899377,0,Georgia,Clayton,19.510783599874852,4.387434738718609,297458000.0,-2908.681381485343,0
2294,297233000.0,Franklin Bank,-38.7554728,146.4031645,160.9641609227573,0,Victoria,,19.51002690434733,5.087375081885799,297233000.0,-5673.923859613676,1
2295,297117000.0,Citizens Bank of the South,32.9817971,-82.8116005,0.0,1,Georgia,Sandersville,19.50963656195284,0.0,148558500.0,-2731.2754052172586,0
2296,297067000.0,Union Bank,7.4073307,3.9100162,0.0,3,Oyo State,Ibadan,19.509468263917384,0.0,74266750.0,28.96278303575734,0
2297,296971000.0,Founders Bank,38.9581564,-77.0841317,7.332789645984681,14,District of Columbia,Washington,19.509145052269265,2.1201982915898694,19798066.666666668,-3003.055658726798,0
2298,296804000.0,Spring Bank,53.5341854,-2.6649937,0.0,1,England,Wigan,19.50858254962486,0.0,148402000.0,-142.66826682563197,0
2299,296528000.0,Waypoint Bank,40.5475078,-105.0766985,1.2101375000060337,19,Colorado,Fort Collins,19.50765221039159,0.7930547307915522,14826400.0,-4260.598252026998,0
2300,296131000.0,Today's Bank,36.0665449,-94.15746,0.5632725851559485,9,Arkansas,Fayetteville,19.506312485328646,0.446781434925881,29613100.0,-3395.9342587599535,0
2301,296101000.0,Maverick Bank,30.5884445,-103.8944363,33.916044453245654,0,Texas,Fort Davis,19.506211173680764,3.5529464500205816,296101000.0,-3177.969198621335,0
2303,295796000.0,First State Bank of Burnet,30.7577904,-98.2268629,21.805381419838533,0,Texas,Burnet,19.50518058887981,3.1269965352962616,295796000.0,-3021.241260727736,0
2304,295309000.0,Foresight Bank,44.0446883,-92.4894897,0.0,4,Minnesota,Rochester,19.503532827116533,0.0,59061800.0,-4073.67074486256,0
2305,295000000.0,Upper Peninsula State Bank,45.8090636,-88.0399251,0.4303923928697943,1,Michigan,Iron Mountain,19.502485917693924,0.3579488072391024,147500000.0,-4033.026528245137,0
2306,294915000.0,Copiah Bank,32.2206207,-90.1576726,73.68838558220155,0,Mississippi,Richland,19.502197740582645,4.313324599223086,294915000.0,-2904.9361720393827,0
2307,294792000.0,First State Bank of DeKalb County,34.4655008,-85.7002383,46.55387528599724,0,Alabama,Fort Payne,19.5017805842614,3.8618632848502745,294792000.0,-2953.7016316888407,0
2308,294728000.0,Citizens Bank & Trust Company,38.368023,-85.1803693,0.0,5,Kentucky,Eminence,19.501563458464023,0.0,49121333.333333336,-3268.2023684508936,0
2310,293968000.0,Premier Bank,37.545925,-77.4406144,0.0,11,Virginia,Richmond,19.498981479243383,0.0,24497333.333333332,-2907.57950021632,0
2311,293372000.0,First National Bank of Decatur County,32.7540432,-97.1697395,6.043003379235045,2,Texas,Fort Worth,19.496951989671622,1.9520346955636756,97790666.66666667,-3182.7018453157466,0
2312,293015000.0,Glenwood State Bank,45.8670621,-95.3772509,0.5739314266417984,2,Minnesota,Alexandria,19.49573436362299,0.4535765827449009,97671666.66666667,-4374.674289957581,0
2313,292695000.0,City Bank & Trust Co.,40.8150404,-96.707279,0.0,8,Nebraska,Lincoln,19.494641672595872,0.0,32521666.666666668,-3947.111499359072,0
2314,292575000.0,American Continental Bank,34.1239892,-118.0581807,5.514666826305341,3,California,Arcadia,19.49423160544303,1.8740560697918331,73143750.0,-4028.6160831784478,0
2316,291785000.0,Charles River Bank,42.1077731,-71.5544499,4.459834899159729,1,Massachusetts,Mendon,19.491527791086888,1.6974185510504947,145892500.0,-3012.9985406845176,0
2317,291736000.0,Owen County State Bank,38.8621529,-86.5025329,1.481026102095278,1,Indiana,Bedford,19.491359845117685,0.9086722254504828,145868000.0,-3361.6746597970805,0
2319,291352000.0,First Credit Bank,34.1451139,-118.396221,7.854239475016735,2,California,Los Angeles,19.490042719557916,2.1808963810434303,97117333.33333333,-4042.6524513745717,0
2320,291108000.0,Shell Lake State Bank,45.846272,-91.5407855,19.27664218927834,0,Wisconsin,Town of Stone Lake,19.48920489373834,3.0094695924935477,291108000.0,-4196.803751126656,0
2321,290922000.0,The State Bank of Faribault,44.2956133,-93.2687454,0.5704472652050424,2,Minnesota,Faribault,19.48856575140653,0.45136046108516586,96974000.0,-4131.396279214554,0
2322,290765000.0,Pacific West Bank,45.3457975,-122.6533762,19.148885377839477,0,Oregon,West Linn,19.488025942185168,3.0031489706264383,290765000.0,-5561.81515985652,0
2324,289527000.0,Citizens Bank,40.619286,-74.0325034,0.0,29,New York,New York,19.483759118331097,0.0,9650900.0,-3007.1474289005723,0
2325,289189000.0,22nd State Bank,30.6973774,-88.1421043,1.5815955418196626,2,Alabama,Mobile,19.482591015022173,0.9484076348481983,96396333.33333333,-2705.7314405272627,0
2327,289040000.0,Infinity Bank,28.1790247,81.680534,362.2100254407912,0,Lumbini Province,,19.482075648263386,5.894981249432059,289040000.0,2301.6777850951894,0
2328,289018000.0,Central Bank of Kansas City,39.1061943,-94.554279,2.4854583236148464,10,Missouri,Kansas City,19.48199953133417,1.2485995487977608,26274363.636363637,-3697.6580064704094,0
2330,288586000.0,Hometown National Bank,41.3297691,-89.0990212,0.3367140947579218,1,Illinois,LaSalle,19.480503696544055,0.290214434383419,144293000.0,-3682.441973232005,0
2332,288412000.0,First State Bank,42.3312696,-83.0482988,0.0,35,Michigan,Detroit,19.479900574853264,0.0,8011444.444444444,-3515.539926324156,0
2333,288335000.0,Bank of Yazoo City,32.8473191,-90.4132173,73.68838558220155,0,Mississippi,Yazoo City,19.479633560026347,4.313324599223086,288335000.0,-2969.8317995107404,0
2334,288139000.0,Waumandee State Bank,44.5684234,-91.6621102,29.57708955806304,0,Wisconsin,Mondovi,19.47895356402697,3.4202510212842405,288139000.0,-4085.2357371310586,0
2335,287960000.0,Wyoming Bank & Trust,41.1731607,-104.8279237,2.4298975774616847,4,Wyoming,Cheyenne,19.47833214303808,1.2325303999336634,57592000.0,-4316.096948347438,0
2337,287668000.0,American Bank,38.9028025,-77.0311017,0.0,15,District of Columbia,Washington,19.477317598839285,0.0,17979250.0,-2996.725735792514,0
2339,287278000.0,Wolf River Community Bank,44.2904221,-88.5154844,6.606053633602604,1,Wisconsin,Greenville,19.47596094948975,2.028944460967218,143639000.0,-3920.3881664619657,0
2340,287132000.0,Sentry Bank,45.5602481,-94.1551884,0.7240282388814748,2,Minnesota,Saint Cloud,19.475452601784674,0.5446635519689973,95710666.66666667,-4289.733743406242,0
2341,287085000.0,Woodlands National Bank,46.3811711,-92.8249895,47.602963955137625,0,Minnesota,Sturgeon Lake,19.475288900605708,3.88368451577806,287085000.0,-4305.331720355204,0
2342,286668000.0,First National Bank of Brookfield,41.8278424,-87.850628,2.5806701002558583,6,Illinois,Brookfield,19.473835313184047,1.2755499617392536,40952571.428571425,-3674.6022227250273,0
2343,286661000.0,First Bank Elk River,45.204399,-93.5509136,9.82894252924778,1,Minnesota,Rogers,19.47381089439492,2.382222413516801,143330500.0,-4228.912825188927,0
2344,286538000.0,Southern Bank,36.8877484,-76.2955511,0.0,1,Virginia,Norfolk,19.473381724066783,0.0,143269000.0,-2814.3710930161433,0
2345,286521000.0,The Peoples Bank,34.5086246,-82.6516822,0.0,12,South Carolina,Anderson,19.473322393352333,0.0,22040076.923076924,-2852.1958735983017,0
2346,286505000.0,Community Bank,43.4769365,-75.3198885,0.0,10,New York,Village of Boonville,19.473266549464107,0.0,26045909.09090909,-3274.6780095015806,0
2350,285760000.0,FMS Bank,17.3855301,78.4801885,6.120422225751521,1,Telangana,Hyderabad,19.470662859151847,1.9629670250352234,142880000.0,1364.4196794204238,0
2351,285659000.0,Kearney Trust Company,39.368654,-94.3665867,13.151999163048703,0,Missouri,Kearney,19.47030935322818,2.64985589771734,285659000.0,-3715.0855009533016,0
2352,285502000.0,Alamosa State Bank,37.4684466,-105.8656908,0.2255529921668674,3,Colorado,Alamosa,19.469759595792347,0.20339216431338747,71375500.0,-3966.6229825119112,0
2353,285379000.0,Murphy Bank,36.8117045,-119.8080362,0.0162601363901852,4,California,Fresno,19.46932868286488,0.016129356137825533,57075800.0,-4410.338025319703,0
2354,285285000.0,State Bank of Graymont,40.7432585,-88.7235903,26.47479362237989,0,Illinois,Chenoa,19.468999242071273,3.3132689887921343,285285000.0,-3614.888174640993,0
2355,285057000.0,Farmers & Merchants Bank,30.8839432,-83.285577,0.0,7,Georgia,Valdosta,19.468199721743662,0.0,35632125.0,-2572.1870294472265,0
2357,284962000.0,Traditions First Bank,36.0835481,-87.3830207,1.3866852452915968,1,Tennessee,Dickson,19.467866399519153,0.8699054766142013,142481000.0,-3153.089430551746,0
2359,284270000.0,Union Bank & Trust Company,42.8694466,-89.5323454,0.0,2,Wisconsin,Belleville,19.465435052235577,0.0,94756666.66666667,-3838.202100098056,0
2360,284233000.0,Bank of Cleveland,35.2044741,-84.8487961,33.72898553280688,0,Tennessee,Cleveland,19.465304885816323,3.5475746562172623,284233000.0,-2987.057244718631,0
2362,284176000.0,Colonial Federal Savings Bank,42.2005976,-70.9455665,4.2428639246254685,2,Massachusetts,Weymouth,19.46510432600819,1.6568678995296684,94725333.33333333,-2993.9453033705404,0
2363,283814000.0,Farmers State Bank,35.0916219,-92.4415866,0.0,23,Arkansas,Conway,19.463829655511386,0.0,11825583.333333334,-3243.9252048033063,0
2364,283669000.0,Central Bank,37.9323657,58.3751167,0.0,5,,Ashgabat City,19.463318626977866,0.0,47278166.666666664,2214.306274444577,0
2368,282870000.0,SSB Bank,9.4008708,-0.8372095,423.5627563967867,0,Northern Region,Tamale,19.460497989645162,6.051059830859566,282870000.0,-7.8704983420326,0
2369,282479000.0,Community Valley Bank,40.7578994,-73.9812513,0.1892694651266873,31,New York,New York,19.459114773044593,0.17333922376131597,8827468.75,-3015.320397971519,0
2371,281730000.0,Bank of Little Rock,34.7705905,-92.4001866,2.558752749143679,2,Arkansas,Little Rock,19.456459726998403,1.2694101321124263,93910000.0,-3212.809050392187,0
2374,281252000.0,Farmers and Merchants Bank,40.4524013,-86.9101344,0.0,13,Indiana,West Lafayette,19.454761626124263,0.0,20089428.57142857,-3515.723633785735,0
2375,281239000.0,Guaranty Bank and Trust Company,40.3933673,-104.7554385,0.0,3,Colorado,Greeley,19.454715403162627,0.0,70309750.0,-4231.424904003061,0
2376,281187000.0,Flint Community Bank,31.6101093,-84.2250742,40.26364618499251,0,Georgia,Albany,19.45453048994751,3.7199818746788207,281187000.0,-2662.36380126261,0
2377,281161000.0,Alden State Bank,44.8800418,-85.2770428,0.0,1,Michigan,Helena Township,19.454438020516033,0.0,140580500.0,-3827.2372454443894,0
2379,281053000.0,Security Bank,14.6010194,120.9762039,0.0,11,,Manila,19.454053825170686,0.0,23421083.333333332,1766.3759000822556,0
2382,280541000.0,Community State Bank,41.6272898,-93.5998944,0.0,21,Iowa,Des Moines,19.452230443368062,0.0,12751863.636363637,-3896.309929438197,0
2384,280357000.0,CenterBank,39.0722628,-84.3526087,3.742246588481547,1,Ohio,Cincinnati,19.451574352578135,1.5565109872362868,140178500.0,-3295.8472949919665,0
2385,280133000.0,Flanagan State Bank,41.6884713,-88.9818786,36.14675013182181,0,Illinois,Paw Paw,19.450775051926467,3.6148762877092566,280133000.0,-3709.5184922361846,0
2386,280110000.0,Municipal Trust and Savings Bank,5.5832101,-0.2075921,1.3123811060102235,4,Greater Accra Region,Accra,19.450692944698243,0.8382777754655173,56022000.0,-1.15903030940021,0
2387,279975000.0,The Harvard State Bank,42.4656276,-88.4331702,31.470787039764733,0,Illinois,Hebron,19.450210875004778,3.4803408248035863,279975000.0,-3755.3700732006178,0
2389,279644000.0,The First National Bank & Trust,45.8091384,-88.0343733,0.4303923928697943,1,Michigan,Breitung Township,19.44902792718701,0.3579488072391024,139822000.0,-4032.778790456965,0
2390,279641000.0,Ozona Bank,29.9970975,-98.0989337,28.49294832882077,0,Texas,Wimberley,19.449017199203997,3.38415119507024,279641000.0,-2942.6832788449356,0
2394,279194000.0,Lewis & Clark Bank,46.1892017,-123.8329339,55.73747543116372,0,Oregon,Astoria,19.44741744223197,4.038434934756074,279194000.0,-5719.744361009867,0
2395,279036000.0,Three Rivers Bank of Montana,48.2030371,-114.31117,77.36807463004246,0,Montana,Kalispell,19.446851367303527,4.361416633071806,279036000.0,-5510.145568454407,0
2396,278770000.0,Pioneer Bank,42.6496961,-73.7531345,0.0,8,New York,City of Albany,19.445897630630885,0.0,30974444.444444444,-3145.5487728474254,0
2398,278569000.0,THE HOME LOAN SAVINGS BANK,40.4024572,-82.4487867,46.76834771423614,0,Ohio,Mount Vernon,19.445176346069807,3.8663632384477267,278569000.0,-3331.1335758386795,0
2401,278018000.0,New Valley Bank & Trust,0.3262928,32.6152413,4.786748259773921,1,Central Region,Kampala,19.443196421357165,1.7555705206560335,139009000.0,10.64211840645264,0
2402,277895000.0,Legacy Bank,35.6103407,-97.5657566,0.0,12,Oklahoma,Oklahoma City,19.44275390606587,0.0,21376538.46153846,-3474.349833179274,0
2403,277880000.0,Sooner State Bank,35.2495997,-97.5983689,2.7782482358880345,2,Oklahoma,Newcastle,19.44269992738763,1.3292604725555337,92626666.66666667,-3440.303435097929,0
2404,277792000.0,Altoona First Savings Bank,40.0191855,-78.5040331,0.957168153664586,1,Pennsylvania,Bedford,19.442383193773487,0.6714986089253163,138896000.0,-3141.66746312704,0
2406,277402000.0,Goppert State Service Bank,38.608279,-95.4520241,33.619337380962065,0,Kansas,Pomona,19.440978279229228,3.544412409789103,277402000.0,-3685.2383775675244,0
2407,277287000.0,The Union Bank,30.4378617,-84.2797727,2.970619060900812,2,Florida,Tallahassee,19.440563632458755,1.3789220172782628,92429000.0,-2565.2960655500356,0
2409,276901000.0,Bath State Bank,39.6371023,-84.9313204,21.407604889027017,0,Indiana,Liberty,19.43917060315813,3.109400405216981,276901000.0,-3366.431435168877,0
2412,276617000.0,Huron Community Bank,44.4270261,-83.3307506,66.58415069599296,0,Michigan,Oscoda Township,19.43814443951433,4.213373498399674,276617000.0,-3702.1374318387907,0
2413,276194000.0,The Citizens State Bank,38.0566411,-97.3454658,0.0,3,Kansas,Newton,19.436614078935303,0.0,69048500.0,-3704.6414546629244,0
2414,275758000.0,Northern State Bank,47.7373313,-95.5124278,28.013164336897734,0,Minnesota,Gonvick,19.435034231089457,3.367749669637324,275758000.0,-4559.50840915593,0
2415,275059000.0,First State Bank,42.3312696,-83.0482988,0.0,35,Michigan,Detroit,19.43249618170939,0.0,7640527.777777778,-3515.539926324156,0
2417,275012000.0,Citizens Savings Bank,40.7161162,-73.996551,0.0,36,New York,New York,19.432325294678648,0.0,7432756.756756756,-3012.8521689152262,0
2418,274933000.0,West Union Bank,39.2824319,-80.5576015,65.1968929819482,0,West Virginia,Salem,19.4320379932203,4.192633528034108,274933000.0,-3164.498494951088,0
2419,274837000.0,Farmers Bank,46.4232973,-63.2833069,0.0,3,Prince Edward Island,Rustico,19.431688756264386,0.0,68709250.0,-2937.8197703458413,0
2421,273960000.0,Clare Bank,42.733606,-90.4821567,0.3619453544505074,1,Wisconsin,Platteville,19.428492671944145,0.3089140853736099,136980000.0,-3866.6288344480604,0
2422,273930000.0,Community Bank and Trust Company,28.5405565,-81.3792466,0.0,3,Florida,Orlando,19.4283831609112,0.0,68482500.0,-2322.608985514733,0
2424,272988000.0,West Texas State Bank,32.6919335,-100.9199068,97.72803071585214,0,Texas,Snyder,19.424938399802347,4.59236890526675,272988000.0,-3299.266881931798,0
2426,272732000.0,Granite Bank,46.8189862,-95.8454387,18.293877382080293,0,Minnesota,Detroit Lakes,19.424000189665865,2.9597878114923577,272732000.0,-4487.386271828246,0
2427,272484000.0,Security State Bank,30.0434179,-99.145428,0.0,11,Texas,Kerrville,19.423090458417356,0.0,22707000.0,-2978.667526278361,0
2428,272359000.0,First National Bank of Pasco,28.1866342,-82.4258538,9.065074153294615,1,Florida,,19.42263161063282,2.3090714265057097,136179500.0,-2323.30738968328,0
2430,271400000.0,Commercial Savings Bank,42.0660208,-94.8715193,25.17251472487643,0,Iowa,Carroll,19.41910430904964,3.2647098038199234,271400000.0,-3990.867304201401,0
2431,271207000.0,RiverHills Bank,39.1575311,-84.2745508,0.0,1,Ohio,Milford,19.41839292859407,0.0,135603500.0,-3299.98334388953,0
2432,271199000.0,St. Johns Bank and Trust Company,30.0110416,-81.389555,23.89457043668028,0,Florida,,19.418363430395413,3.214649724941472,271199000.0,-2442.585320910488,0
2433,271198000.0,Waterfall Bank,51.5147061,-0.0965524,0.296986554882951,13,England,City of London,19.418359743059398,0.2600435389605692,19371285.714285713,-4.973868509249639,0
2438,270079000.0,Profile Bank,43.3063798,-70.9759839,0.1677896573191275,1,New Hampshire,Rochester,19.414225070460997,0.15511278027655434,135039500.0,-3073.7129154520853,0
2439,269971000.0,Tompkins State Bank,40.9644252,-90.3836198,40.38710087425894,0,Illinois,Galesburg,19.413825107490755,3.7229692591967574,269971000.0,-3702.513032602339,0
2440,269377000.0,Brighton Bank,40.7384851,-111.9000392,0.0,5,Utah,Salt Lake City,19.41162244710096,0.0,44896166.666666664,-4558.638079638616,0
2441,269097000.0,Bay Bank,30.5551385,-88.1737617,16.089561660703666,0,Alabama,Mobile,19.410582471079106,2.83846784792224,269097000.0,-2694.1615008094955,0
2442,269073000.0,Buena Vista National Bank,38.1995838,-89.9934867,7.37658729642871,1,Illinois,Red Bud,19.4104932799316,2.125440587684767,134536500.0,-3437.7137366508355,0
2448,268233000.0,Citizens First Bank,43.5066903,-90.6686496,0.0,2,Wisconsin,Viola,19.40736656747644,0.0,89411000.0,-3944.692858066419,0
2450,267415000.0,Kaw Valley Bank,39.0447021,-95.6345228,3.725942774758847,1,Kansas,Topeka,19.40431232053504,1.5530670700919242,133707500.0,-3734.021453201658,0
2452,266923000.0,Rivers Edge Bank,44.0086827,-97.5265197,73.38327730318682,0,South Dakota,Howard,19.402470789005562,4.309231149144777,266923000.0,-4292.013660312599,0
2454,266712000.0,The First National Bank in Amboy,41.8623652,-89.4982975,35.12520974751271,0,Illinois,Dixon,19.40167998626509,3.586990952575262,266712000.0,-3746.6104147232472,0
2455,265726000.0,Llano National Bank,30.7477609,-98.6764556,33.251512965647294,0,Texas,Llano,19.39797626442923,3.533730737912067,265726000.0,-3034.080063248266,0
2457,265105000.0,West Pointe Bank,44.01871,-88.5781034,1.766628722624571,2,Wisconsin,Oshkosh,19.395636535660724,1.0176295113263845,88368333.33333333,-3899.093845914614,0
2458,264625000.0,Washington State Bank,41.2986212,-91.6933447,0.0,2,Iowa,Washington,19.393824291198236,0.0,88208333.33333333,-3786.8087093263275,0
2459,264383000.0,First National Bank Of Commerce,14.6006259,120.9732618,0.3195910063160808,11,,Manila,19.392909371136664,0.2773218448868639,22031916.666666668,1766.2853394445608,1
2460,264194000.0,Bank of 1889,47.6625314,-117.422335,0.5914922457749714,2,Washington,Spokane,19.39219424351159,0.4646720954535392,88064666.66666667,-5596.645728998819,0
2461,263769000.0,Lakeside Bank,41.9326015,-87.6687839,0.0,20,Illinois,Chicago,19.39058428186583,0.0,12560428.57142857,-3676.1801792683154,0
2462,263557000.0,Abacus Federal Savings Bank,39.9549053,-75.1558847,0.2106628955045789,7,Pennsylvania,Philadelphia,19.38978022513198,0.19116805711942733,32944625.0,-3002.846255926219,0
2463,263497000.0,Citizens First Bank,43.5066903,-90.6686496,0.0,2,Wisconsin,Viola,19.389552544476746,0.0,87832333.33333333,-3944.692858066419,0
2465,263041000.0,First National Bank of South Carolina,32.7811624,-79.933519,0.2848053473599145,21,South Carolina,Charleston,19.387820475329715,0.25060722621906706,11956409.090909092,-2620.3136675424857,0
2468,262352000.0,Ultima Bank Minnesota,47.9109797,-96.0412505,15.984046411613194,0,Minnesota,Plummer,19.38519767528346,2.832274457064037,262352000.0,-4601.430403068115,0
2471,261816000.0,First Kansas Bank,38.3612889,-98.7933,63.78652522806977,0,Kansas,Great Bend,19.383152528747317,4.171097637723606,261816000.0,-3789.83832268437,0
2472,261756000.0,Community Bank,43.4769365,-75.3198885,0.0,10,New York,Village of Boonville,19.382923333908657,0.0,23796000.0,-3274.6780095015806,0
2473,261708000.0,Arrowhead Bank,31.1960264,-98.7188729,23.176408230431875,0,Texas,San Saba,19.382739940208417,3.185377291160152,261708000.0,-3079.6365651666447,0
2474,261532000.0,Decatur County Bank,34.6143141,-86.983646,20.961167503787745,0,Alabama,Decatur,19.382067208743067,3.0892757802457775,261532000.0,-3010.8792442072086,0
2475,261510000.0,American State Bank,33.5347336,-101.8887216,0.0,9,Texas,Lubbock,19.381983085479813,0.0,26151000.0,-3416.811135700566,0
2476,261018000.0,Wakefield Co-operative Bank,42.4557262,-71.0650932,5.940288308669726,5,Massachusetts,Melrose,19.38009993225735,1.9373433166918086,43503000.0,-3017.120139276682,0
2477,260892000.0,Interstate Bank,36.3971729,-100.8023451,24.42702305603673,0,Texas,Perryton,19.37961709038053,3.235812508328101,260892000.0,-3668.9203833301676,0
2483,259491000.0,The Peoples Bank,34.5086246,-82.6516822,0.0,12,South Carolina,Anderson,19.374232581741552,0.0,19960846.153846152,-2852.1958735983017,0
2484,259481000.0,Pinnacle Bank,36.0776221,-86.9497436,0.0,6,Tennessee,Nashville,19.37419404401712,0.0,37068714.28571428,-3136.939991292694,0
2485,259380000.0,One American Bank,24.0866992,32.8930645,524.671808596038,0,Aswan,Abd Al Aazim Hassn,19.373804729727215,6.264677079977027,259380000.0,792.2853503776985,0
2486,259028000.0,Pacific Crest Savings Bank,47.8271107,-122.2794286,2.8097932160532992,1,Washington,Lynnwood,19.372446725789246,1.3375749136639639,129514000.0,-5848.271767984946,0
2488,258926000.0,Farmers and Merchants Bank,40.4524013,-86.9101344,0.0,13,Indiana,West Lafayette,19.3720528684161,0.0,18494714.285714287,-3515.723633785735,0
2489,258838000.0,Bank of England,51.5141617,-0.0889387,0.1213364394876745,13,England,City of London,19.371712945205886,0.11452122349316185,18488428.57142857,-4.58160257318779,0
2490,258756000.0,VISIONBank,39.0122537,-95.7629766,0.0,2,Kansas,Topeka,19.37139609454545,0.0,86252000.0,-3735.9295381863635,0
2491,258167000.0,Gateway Bank,44.9205782,-93.3293064,0.0,12,Minnesota,Edina,19.3691172241813,0.0,19859000.0,-4192.406406492961,0
2493,257794000.0,TNBANK,36.0055848,-84.2504154,20.71980887099383,0,Tennessee,Oak Ridge,19.367671378221885,3.0782246953490167,257794000.0,-3033.485476119926,0
2494,257705000.0,Farmers and Merchants Bank,40.4524013,-86.9101344,0.0,13,Indiana,West Lafayette,19.367326081720673,0.0,18407500.0,-3515.723633785735,0
2495,257506000.0,Pioneer Bank,42.6496961,-73.7531345,0.0,8,New York,City of Albany,19.36655358265088,0.0,28611777.777777776,-3145.5487728474254,0
2496,257478000.0,Bank of Dickson,36.0757194,-87.3710097,1.3866852452915968,1,Tennessee,Dickson,19.36644484140875,0.8699054766142013,128739000.0,-3151.972029631878,0
2498,257197000.0,Western Bank,53.3811692,-1.4882732,0.0,2,England,Sheffield,19.365352890073133,0.0,85732333.33333333,-79.44576350502545,0
2500,256997000.0,First State Bank of Forrest,40.7496559,-88.4094324,24.53497605099034,0,Illinois,Forrest,19.364574973530708,3.2400491222096175,256997000.0,-3602.653948614311,0
2501,256953000.0,Bank of York,34.9871009,-81.2246255,34.29546648658981,0,South Carolina,York,19.364403750649352,3.5637545275497193,256953000.0,-2841.814167933213,0
2502,256928000.0,Cayuga Lake National Bank,42.8426469,-76.6922367,26.916117629556727,0,New York,Village of Union Springs,19.36430645185869,3.329204214842715,256928000.0,-3285.6984169093207,0
2503,256404000.0,The Stock Exchange Bank,36.4329567,-99.4257937,3.8248710732339553,1,Oklahoma,Woodward,19.36226488741322,1.573784013860675,128202000.0,-3622.3756367352325,0
